nick,sig,date,text,forward,comment,like,topic
中国江苏网,微博官方认证,2022-01-01,#青年战疫#【#西安防疫志愿者的新年愿望#】2021年12月31日，陕西西安。疫情后，各行各业的志愿者加入抗疫大军。新年到来，他们的愿望是什么呢？在这个新旧年交替的节点，我们用镜头记录他们最朴实的愿望。L澎湃新闻的微博视频​,0,0,0,1
路过人间遇见谁,未认证,2022-01-01,#2022年第一条微博#你好，2022[em]e202002[/em]希望疫情早日结束。西安加油，陕西加油，中国加油，世界加油！#冲鸭2022#2深圳​,0,0,0,1
香港商報網,微博官方认证,2022-01-01,【#陕西省人民医院医疗服务全面停止#】据央视新闻消息，根据国务院联防联控机制派陕西工作组和陕西省疫情防控指挥部指令，该院被确定为新冠肺炎定点收治医院，从2022年1月1日17时30分起，该院门诊、急诊、发热门诊全面停止医疗服务，启用时间另行通知。​,0,0,5,64
新郑融媒,微博官方认证,2022-01-01,郑州市新冠肺炎疫情防控指挥部办公室紧急提醒12月31日，洛阳市新安县发现2名新冠肺炎无症状感染者，通过排查、检测，后又发现2名无症状感染者和4名初筛阳性病例。针对上述情况，为守护郑州市民的生命安全和身体健康，在此提醒广大市民朋友：1.有新安县旅居史的人员请立即报备。12月19日以来，有洛阳​,0,0,0,-1
Tech星球,微博官方认证,2022-01-01,【#19名西安大学生研发疫情防控小程序#，以前3小时的任务现在只要3分钟】据西部决策报道，1月1日，陕西西安。19名@西北工业大学的学生共同开发了一款疫情防控小程序。这款小程序12月23日开始研发，目前已上线两个板块，后续的板块还在更新中，预计很快会投入使用。参与开发的王晓哲同学称，小程序为​,1,0,3,33
国网陕西电力,微博官方认证,2022-01-01,#陕电分享#【新年好，每一位奋斗者——老陕这一年】每一个黎明，都是新的开始。辞旧迎新的这一天。身处疫情暴风眼之中的我们有慌乱、有紧张，同时也有更多的期待和憧憬。2021年无数难忘的瞬间让老陕们有幸成为历史的见证者。新的一年，将继续赋予我们前行的勇气和力量。(陕西广电融媒体集团策划：邱​,10,1,1,1
陕西警官职业学院微博,微博官方认证,2022-01-01,2022年的第一天，晚安！陕西警官职业学院疫情防控中的陕警院2西安·陕西警官职业学院(浐灞校区)​,0,0,9,-1
导演小二郭宏伟,微博个人认证,2022-01-01,#2022新年焕新季##陕西3000余名医护人员进驻定点医院##青年战疫#【#西安防疫志愿者的新年愿望#】2021年12月31日，陕西西安。疫情后，各行各业的志愿者加入抗疫大军。新年到来，他们的愿望是什么呢？在这个新旧年交替的节点，我们用镜头记录他们最朴实的愿望。（澎湃新闻）L澎湃新闻的微博视频​​​,0,0,0,1
傲游周章,微博个人认证,2022-01-01,【#西安男子大喇叭隔空喊楼西安加油#，方言一出破防了】12月31日，陕西西安，何先生在家用特殊方式迎新年，隔空和邻居大喊“西安加油”互相打气。何先生表示，刚好家里有喇叭，就给大家带个头，一起来喊一喊给西安加油。希望西安的疫情赶紧过去，大家早日恢复正常生活。@后浪视频​,0,0,0,55
郑州康宁志愿互助中心,微博官方认证,2022-01-01,【#小伙花3天保鲜膜上画巨幅抗疫作品#：希望能做出一点贡献】12月31日，陕西宝鸡。30岁的罗飞为支援西安抗疫，花3天时间在保鲜膜上涂巨幅抗疫作品。罗飞说，两幅长5米、高约3米。想为疫情出一份力，尽自己所能做出点东西。@搜狐千里眼L搜狐千里眼的微博视频​​​,0,0,2,234
滨州文旅,微博官方认证,2022-01-01,#滨州身边事#【滨州疾控发布最新健康提醒！】目前，全球新冠肺炎疫情防控形势仍然严峻复杂，已有100多个国家和地区出现奥密克戎变异毒株，国内疫情呈现多链条传播、零星散发和局部暴发并存的状态，部分省市检出奥密克戎变异株。特别是元旦春节将至，人员流动性增加，聚集性活动增多，#疫情防控#形势更​,0,0,0,11
南昌进贤发布,微博官方认证,2022-01-01,【#西安理工大为学生发近5万张新年礼券#，可在校超市、食堂使用】1月1日，陕西西安。@西安理工大学为在校的23000多名学生们准备了近5万张新年礼劵。后勤处王晓园介绍，每张礼券面额10元，学生们可在学校超市、食堂使用，每张礼券上都印着对学生们的新年祝福，在疫情防控形势下，希望同学们能安心​,0,0,3,150
珠海交警,微博官方认证,2022-01-01,【“你们不要吃方便面了，对身体不好”】#一线微观#连日来，陕西杨凌示范区公安局交巡警支队全体民辅警舍小家为大家，全员坚守一线，全力抗击疫情，保障抗疫物资、民生物资运输，日常多以泡面充饥。2021年12月30日凌晨2点，当地一家企业员工做好热气腾腾的饺子，送给寒夜里仍坚守在执勤卡点的民警，并​,2,4,12,-1
陕视生活,微博官方认证,2022-01-01,陕西广电融媒体集团在陕西卫视、陕西一套、二套、三套电视频道同步推出“疫情就是命令防控就是责任”直播特别节目，每天7：00到8：00，10：00到13:00，16:00到21:00，三个时段9个小时持续报道我省坚决打赢疫情防控阻击战歼灭战的坚定信心和实际行动。您还可以通过央视频、央视新闻+、起点新闻、陕视​,0,0,1,137
_TAIYANG-,未认证,2022-01-01,@西安12345市民热线@陕西都市快报希望大家可以认认真真看完这篇稿子，希望西安市民都可以得到安全的防护措施而不是增加大家感染病毒的机会。希望有关部门可以落实一下疫情防控的问题，保障一下市民的基本生活#西安##西安疫情防控#,0,0,1,19
陕西1频道,微博官方认证,2022-01-01,陕西广电融媒体集团在陕西卫视、陕西一套、二套、三套电视频道同步推出“疫情就是命令防控就是责任”直播特别节目，每天7：00到8：00，10：00到13:00，16:00到21:00，三个时段9个小时持续报道我省坚决打赢疫情防控阻击战歼灭战的坚定信心和实际行动。您还可以通过央视频、央视新闻+、起点新闻、陕视​,1,0,0,137
每日经济新闻,微博官方认证,2022-01-01,【#特殊时期警惕嗅觉味觉突然改变#：#新发的嗅觉味觉改变是新冠临床症状之一#】近一周以来，西安的疫情发展迅速，疫情防控形势依旧严峻复杂。据西安交大二附院耳鼻咽喉头颈外科专家介绍，多项关于新冠肺炎的研究显示：新发的嗅觉味觉改变是新冠肺炎的临床症状之一，在我国第八版新冠肺炎诊疗方案（修订​,12,1,21,232
私家车999广播,微博官方认证,2022-01-01,【郑州市新冠肺炎疫情防控指挥部办公室紧急提醒】12月31日，洛阳市新安县发现2名新冠肺炎无症状感染者，通过排查、检测，后又发现2名无症状感染者和4名初筛阳性病例。针对上述情况，为守护郑州市民的生命安全和身体健康，在此提醒广大市民朋友：1.有新安县旅居史的人员请立即报备。12月19日以来，有洛​,0,1,0,-1
钛媒体APP,微博官方认证,2022-01-01,【#19名西安大学生研发疫情防控小程序#，以前3小时的任务现在只要3分钟】据西部决策报道，1月1日，陕西西安。19名@西北工业大学的学生共同开发了一款疫情防控小程序。这款小程序12月23日开始研发，目前已上线两个板块，后续的板块还在更新中，预计很快会投入使用。参与开发的王晓哲同学称，小程序为​,0,2,8,33
陕西影视频道,微博官方认证,2022-01-01,陕西广电融媒体集团在陕西卫视、陕西一套、二套、三套电视频道同步推出“疫情就是命令防控就是责任”直播特别节目，每天7：00到8：00，10：00到13:00，16:00到21:00，三个时段9个小时持续报道我省坚决打赢疫情防控阻击战歼灭战的坚定信心和实际行动。您还可以通过央视频、央视新闻+、起点新闻、陕视​,1,0,0,137
-SomeDaySomeOne-,微博个人认证,2022-01-01,#抗击疫情陕西在行动#与爱同路，让爱回家。我在“齐心抗疫共助陕西”项目捐款成功！愿我和@邓伦·益芯向北一起放大爱的力量！@中华思源工程扶贫基金会齐心抗疫共助陕西​,0,0,0,41
滴wer八wer,未认证,2022-01-01,@华商报@西安日报@陕西都市快报#西安疫情#,4,0,1,6
输过败过而不曾怕过M,未认证,2022-01-01,#德尔塔快离开兵马俑都生气啦##西安疫情##西安加油#高校学子原创歌曲《德尔塔》战疫必胜!西安加油！2022一起战疫情！@陕视新闻@陕西省教育厅2西安·西安建筑科技大学华清学院L输过败过而不曾怕过M的微博视频​,0,0,1,15
八桂警方在线,微博官方认证,2022-01-01,#疫情当前警察不退#【大妈遇骨折民警紧急送医】陕西西安，疫情期间，辖区的乌大姐给韩森寨派出所警务站打电话求助，她母亲刘大妈腿摔骨折在家不能动，120打不通无法送医。在出警民警现场查验老人及家属核酸检测结果为阴性后，带班副所长随即指派警务站民警开警车将无法行走的老人送医救治。当民警到​,1,0,0,104
阳光空气加牛奶,未认证,2022-01-01,鼻子一酸，才知道疫情改变了很多…#西安疫情##疫情防控##西安#@陕西日报@陕西都市快报2西安·小寨​,0,3,3,6
菏泽巨野县法院,微博官方认证,2022-01-01,#小菏说事#【#男子骑单车40余公里欲从西安回山西#民警：该男子已行政拘留】近日，陕西西安。派出所民警在铁路治安隐患排查中，发现一名可疑男子张某，经盘查，张某在12月28日趁天未亮避开疫情管控工作人员后从小区后墙翻出，随后骑行一辆共享单车40余公里，在超出骑行范围后弃车步行至临潼区零​,30,29,28,-1
郑州发布,微博官方认证,2022-01-01,【郑州市新冠肺炎疫情防控指挥部办公室紧急提醒】12月31日，洛阳市新安县发现2名新冠肺炎无症状感染者，通过排查、检测，后又发现2名无症状感染者和4名初筛阳性病例。针对上述情况，为守护郑州市民的生命安全和身体健康，在此提醒广大市民朋友：1.有新安县旅居史的人员请立即报备。12月19日以来，有洛​,11,9,53,-1
陕西新鲜事儿,微博个人认证,2022-01-01,【“童”心战“疫”#一家三口用儿童玩具制作抗疫视频#】12月30日，陕西咸阳市民高先生居家期间，时刻关注疫情形势。当看到一线抗疫人员辛劳付出，抗击疫情时，他们一家三口都很感动。于是便全家齐上阵，利用儿子玩具制作了抗疫视频，表达对一线人员的感谢，希望疫情早日结束。同时也借此想教育儿子要​,0,0,1,-1
小机灵鬼_998,未认证,2022-01-01,#百度退费难#2020年底与百度陕西代理商“陕西博德网络传媒有限责任公司”签订推广合同，签合同前高姓客户经理为了劝我多充值一些，承诺不推广了余额随时可以退还，我遂存入预付款50000元。2021年12月份由于西安疫情封城，全员居家隔离，导致公司运营困难，员工工资也无法下发，我联系该公司客户经理要​,0,0,0,136
硬铁入宫,未认证,2022-01-01,2022年1月1日，澎湃新闻省医院方圆5公里，聚焦几十万人口。老年人还居多。为了多数是年轻人的新冠轻症患者。不照顾老年人的医疗保障服务，脑子咋想的？（www.thepaper.cn）注意到，陕西省人民医院发布通知称，该院被确定为新冠肺炎定点收治医院。从1月1日17:30起，该院门诊、急诊、发热门诊全面停止​,0,0,0,64
陕视新闻,微博官方认证,2022-01-01,#同心战疫陕西加油#【新年好，每一位奋斗者——老陕这一年】每一个黎明，都是新的开始。辞旧迎新的这一天。身处疫情暴风眼之中的我们有慌乱、有紧张，同时也有更多的期待和憧憬。2021年无数难忘的瞬间让老陕们有幸成为历史的见证者。新的一年，将继续赋予我们前行的勇气和力量。#一句话为陕西加油#(​,0,3,7,1
当代陕西,微博官方认证,2022-01-01,#关注新冠肺炎#【#陕西省人民医院被确定为新冠肺炎定点收治医院#全面停止门诊、急诊和发热门诊医疗服务】根据国务院联防联控机制派陕西工作组和陕西省疫情防控指挥部指令，陕西省人民医院被确定为新冠肺炎定点收治医院，从2022年1月1日17:30起，陕西省人民医院门诊、急诊、发热门诊全面停止医疗服务​,0,0,0,64
陕西新鲜事儿,微博个人认证,2022-01-01,【转发周知！#西安落实失业保险支持疫情防控#】近日，按照省人社厅有关工作要求，西安市人社局印发《转发省人社厅关于进一步落实失业保险支持疫情防控有关政策的通知》（以下简称《通知》），进一步明确我市稳岗返还和失业补助金等重点政策，充分发挥失业保险支持疫情防控积极作用。　　稳岗返还政策​,0,0,0,87
